Question,Numbers,Equation,Answer,group_nums,Grade,Type,Body,Ques_Statement
if number0 pack costs number1 dollars how many packs of dvd 's can you buy with number2 dollars ?,1 11 110,/ number2 number1,10.0,"[0, 1, 2, 3, 4, 5, 15, 16, 17]",5,Common-Division,if number0 pack costs number1 dollars,how many packs of dvd 's can you buy with number2 dollars ?
last week fred had number0 dollars and jason had number1 dollars . fred washed cars over the weekend and now has number2 dollars . how much money did fred make washing cars ?,46 13 57,- number2 number0,11.0,"[3, 4, 5, 8, 9, 10, 20, 21, 22, 29, 30, 31]",3,Subtraction,last week fred had number0 dollars and jason had number1 dollars . fred washed cars over the weekend and now has number2 dollars .,how much money did fred make washing cars ?
the company has large and small ink cartridges in stock . how many ink cartridges can you buy with number0 dollars if number1 cartridge costs number2 dollars ?,182 1 14,/ number0 number2,13.0,"[13, 18, 19, 20, 21, 22, 23, 24, 25, 26]",5,Common-Division,the company has large and small ink cartridges in stock .,how many ink cartridges can you buy with number0 dollars if number1 cartridge costs number2 dollars ?
mary is baking a cake . the recipe calls for number0 cups of flour and number1 cups of sugar . she already put in number2 cups of flour . how many more cups of flour does she need to add ?,9 3 2,- number0 number2,7.0,"[1, 2, 37, 38, 39, 8, 9, 10, 11, 14, 15, 16, 23, 24, 25]",2,Subtraction,mary is baking a cake . the recipe calls for number0 cups of flour and number1 cups of sugar . she already put in number2 cups of flour .,how many more cups of flour does she need to add ?
the store has cd 's and dvd 's that you need . how many packs of dvd 's can you buy with number0 dollars if number1 pack costs number2 dollars ?,132 1 12,/ number0 number2,11.0,"[15, 21, 22, 23, 24, 25, 26, 27, 28, 29]",5,Common-Division,the store has cd 's and dvd 's that you need .,how many packs of dvd 's can you buy with number0 dollars if number1 pack costs number2 dollars ?
there are number0 rose bushes and number1 oak trees currently in the park . park workers will plant more rose bushes today . when the workers are finished there will be number2 rose bushes in the park . how many rose bushes did the workers plant today ?,33 37 98,- number2 number0,65.0,"[32, 1, 2, 3, 4, 5, 6, 7, 8, 33, 44, 45, 46, 30, 31]",3,Subtraction,there are number0 rose bushes and number1 oak trees currently in the park . park workers will plant more rose bushes today . when the workers are finished there will be number2 rose bushes in the park .,how many rose bushes did the workers plant today ?
dan 's high school played number0 baseball games this year and number1 were at night . the team won most of their games . they were defeated during number2 games . how many games did they win ?,18 2 3,- number0 number2,15.0,"[1, 34, 35, 4, 5, 6, 7, 36, 10, 11, 12, 27, 28, 29]",2,Subtraction,dan 's high school played number0 baseball games this year and number1 were at night . the team won most of their games . they were defeated during number2 games .,how many games did they win ?
at the carnival number0 friends bought number1 tickets total . if they each bought the same amount how many tickets did each person buy ?,6 234,/ number1 number0,39.0,"[2, 3, 4, 5, 6, 7, 8, 10, 12, 21, 22, 23]",4,Common-Division,at the carnival number0 friends bought number1 tickets total . if they each bought the same amount,how many tickets did each person buy ?
sarah is making bead necklaces . she has number0 beads and is making number1 necklaces with each necklace using the same number of beads . how many beads will each necklace use ?,945 7,/ number0 number1,135.0,"[1, 2, 6, 7, 8, 9, 12, 13, 14, 16, 29, 30, 31]",4,Common-Division,sarah is making bead necklaces . she has number0 beads and is making number1 necklaces with each necklace using the same number of beads .,how many beads will each necklace use ?
george had number0 pieces of candy . if he split the candy into number1 bags with the same amount of candy in each bag how many pieces would each bag have in it ?,648 8,/ number0 number1,81.0,"[32, 1, 2, 3, 12, 13, 14, 18, 22, 23, 28, 30, 31]",4,Common-Division,george had number0 pieces of candy . if he split the candy into number1 bags with the same amount of candy in each bag,how many pieces would each bag have in it ?
a pallet of boxes weighed number0 kilograms . if there were number1 boxes on the pallet and each box weighed the same amount how much did each weigh ?,267 3,/ number0 number1,89.0,"[2, 4, 5, 6, 10, 11, 12, 17, 25, 26, 27]",4,Common-Division,a pallet of boxes weighed number0 kilograms . if there were number1 boxes on the pallet and each box weighed the same amount,how much did each weigh ?
edward had number0 baseball cards in number1 binders . if each binder has the same number of cards how many cards are in each binder ?,763 7,/ number0 number1,109.0,"[1, 2, 3, 4, 5, 6, 7, 10, 15, 22, 23, 24]",4,Common-Division,edward had number0 baseball cards in number1 binders . if each binder has the same number of cards,how many cards are in each binder ?
there are number0 people attending a luncheon . if a table can hold number1 people how many tables do they need ?,234 9,/ number0 number1,26.0,"[1, 2, 3, 4, 12, 13, 14, 18, 19, 20]",4,Common-Division,there are number0 people attending a luncheon . if a table can hold number1 people,how many tables do they need ?
kaleb has to sell number0 chocolate bars to get a prize . if each box contains number1 chocolate bars how many boxes does he need to sell ?,710 5,/ number0 number1,142.0,"[3, 4, 5, 6, 13, 15, 16, 17, 18, 24, 25, 26]",4,Common-Division,kaleb has to sell number0 chocolate bars to get a prize . if each box contains number1 chocolate bars,how many boxes does he need to sell ?
an industrial machine made number0 shirts . if it made number1 minute to make number2 shirts how many minutes was it working ?,196 1 7,/ number0 number2,28.0,"[2, 3, 4, 5, 6, 9, 10, 11, 13, 14, 15, 19, 20, 21]",4,Common-Division,an industrial machine made number0 shirts . if it made number1 minute to make number2 shirts,how many minutes was it working ?
debby bought number0 bottles of water when they were on sale . if she drank number1 bottles a day how many days would they last her ?,355 5,/ number0 number1,71.0,"[1, 2, 3, 14, 15, 16, 23, 24, 25]",4,Common-Division,debby bought number0 bottles of water when they were on sale . if she drank number1 bottles a day,how many days would they last her ?
there are number0 seats in a movie theater . if the movie theater has number1 sections with the same number of seats in each section how many seats are in each section ?,270 9,/ number0 number1,30.0,"[1, 2, 3, 4, 13, 14, 15, 17, 22, 23, 29, 30, 31]",4,Common-Division,there are number0 seats in a movie theater . if the movie theater has number1 sections with the same number of seats in each section,how many seats are in each section ?
zoe 's school sold number0 dollars in raffle tickets . if each ticket cost number1 dollars how many tickets did they sell ?,620 4,/ number0 number1,155.0,"[3, 4, 5, 11, 13, 14, 15, 19, 20, 21]",4,Common-Division,zoe 's school sold number0 dollars in raffle tickets . if each ticket cost number1 dollars,how many tickets did they sell ?
edward 's dad bought number0 centimeters of string . if he cut the string into number1 equal pieces what would be the length of each piece ?,459 9,/ number0 number1,51.0,"[3, 4, 5, 7, 14, 15, 16, 17, 23, 24, 25]",4,Common-Division,edward 's dad bought number0 centimeters of string . if he cut the string into number1 equal pieces,what would be the length of each piece ?
there are number0 students going to a trivia competition . if each school van can hold number1 students how many vans will they need ?,396 9,/ number0 number1,44.0,"[1, 2, 3, 5, 11, 15, 16, 17, 21, 22, 23]",4,Common-Division,there are number0 students going to a trivia competition . if each school van can hold number1 students,how many vans will they need ?
a school ordered number0 new pencils for the state tests . if they gave each student number1 pencils how many students are in the school ?,195 3,/ number0 number1,65.0,"[2, 3, 4, 5, 14, 15, 16, 17, 22, 23, 24]",4,Common-Division,a school ordered number0 new pencils for the state tests . if they gave each student number1 pencils,how many students are in the school ?
an architect was building a hotel downtown . he bought number0 lamps to put in the rooms . if each room gets number1 lamps how many rooms does the hotel have ?,147 7,/ number0 number1,21.0,"[1, 3, 9, 10, 11, 19, 21, 22, 23, 28, 29, 30]",4,Common-Division,an architect was building a hotel downtown . he bought number0 lamps to put in the rooms . if each room gets number1 lamps,how many rooms does the hotel have ?
amy had number0 video games . if she placed the games into number1 different stacks how many games would be in each stack ?,180 9,/ number0 number1,20.0,"[1, 2, 3, 4, 7, 10, 11, 12, 13, 14, 16, 20, 21, 22]",4,Common-Division,amy had number0 video games . if she placed the games into number1 different stacks,how many games would be in each stack ?
there are number0 students in a school . if the school has number1 grades and each grade had the same number of students how many students were in each grade ?,336 7,/ number0 number1,48.0,"[1, 2, 3, 11, 12, 13, 15, 16, 21, 27, 28, 29]",4,Common-Division,there are number0 students in a school . if the school has number1 grades and each grade had the same number of students,how many students were in each grade ?
the ring toss game at the carnival made number0 dollars in number1 days . if they made the same amount of money each day how much did they make per day ?,420 3,/ number0 number1,140.0,"[7, 8, 9, 10, 11, 12, 22, 28, 29, 30]",4,Common-Division,the ring toss game at the carnival made number0 dollars in number1 days . if they made the same amount of money each day,how much did they make per day ?
amy uploaded number0 pics to facebook . if she put the pics into number1 albums with the same number of photos in each album how many photos were in each album ?,180 9,/ number0 number1,20.0,"[1, 2, 3, 12, 13, 14, 22, 28, 29, 30]",4,Common-Division,amy uploaded number0 pics to facebook . if she put the pics into number1 albums with the same number of photos in each album,how many photos were in each album ?
