Question,Numbers,Equation,Answer,group_nums,Grade,Type,Body,Ques_Statement
there were number0 bales of hay in the barn . keith stacked more bales in the barn today . there are now number1 bales of hay in the barn . how many bales did he store in the barn ?,22 89,- number1 number0,67.0,"[1, 2, 3, 36, 5, 37, 38, 21, 22, 23]",3,Subtraction,there were number0 bales of hay in the barn . keith stacked more bales in the barn today . there are now number1 bales of hay in the barn .,how many bales did he store in the barn ?
there are number0 dogwood trees currently in the park . park workers will plant more dogwood trees today . when the workers are finished there will be number1 dogwood trees in the park . how many dogwood trees did the workers plant today ?,38 56,- number1 number0,18.0,"[1, 2, 3, 4, 7, 40, 41, 42, 26, 27, 28, 29]",3,Subtraction,there are number0 dogwood trees currently in the park . park workers will plant more dogwood trees today . when the workers are finished there will be number1 dogwood trees in the park .,how many dogwood trees did the workers plant today ?
joan is baking a cake . the recipe calls for number0 cups of flour . she already put in number1 cups . how many more cups does she need to add ?,7 3,- number0 number1,4.0,"[1, 2, 8, 9, 10, 11, 18, 19, 20, 28, 29, 30]",2,Subtraction,joan is baking a cake . the recipe calls for number0 cups of flour . she already put in number1 cups .,how many more cups does she need to add ?
alyssa has number0 books in her library . she bought several books at a yard sale over the weekend . she now has number1 books in her library . how many books did she buy at the yard sale ?,30 88,- number1 number0,58.0,"[1, 2, 3, 4, 5, 36, 37, 38, 23, 24, 25]",3,Subtraction,alyssa has number0 books in her library . she bought several books at a yard sale over the weekend . she now has number1 books in her library .,how many books did she buy at the yard sale ?
there were number0 roses in the vase . jessica cut some more roses from her flower garden . there are now number1 roses in the vase . how many roses did she cut ?,6 18,- number1 number0,12.0,"[32, 1, 2, 3, 5, 20, 21, 22, 30, 31]",2,Subtraction,there were number0 roses in the vase . jessica cut some more roses from her flower garden . there are now number1 roses in the vase .,how many roses did she cut ?
sam received number0 dollars for his birthday . he went to a sporting goods store and bought a baseball glove baseball and bat . he had number1 dollars left over how much did he spent on the baseball gear ?,87 23,- number0 number1,64.0,"[1, 2, 3, 36, 37, 38, 25, 26, 27]",3,Subtraction,sam received number0 dollars for his birthday . he went to a sporting goods store and bought a baseball glove baseball and bat . he had number1 dollars left over,how much did he spent on the baseball gear ?
if number0 cartridge costs number1 dollars how many ink cartridges can you buy with number2 dollars ?,1 15 180,/ number2 number1,12.0,"[0, 1, 2, 3, 4, 5, 13, 14, 15]",5,Common-Division,if number0 cartridge costs number1 dollars,how many ink cartridges can you buy with number2 dollars ?
after paying number0 dollars for the pie sandy has number1 dollars left . how much money did she have before buying the pie ?,6 57,+ number0 number1,63.0,"[1, 2, 3, 8, 9, 10, 20, 21, 22]",3,Addition,after paying number0 dollars for the pie sandy has number1 dollars left .,how much money did she have before buying the pie ?
there were number0 red roses and number1 white roses in the vase . melanie cut some more roses from her flower garden . there are now number2 red roses in the vase . how many red roses did she cut ?,8 2 14,- number2 number0,6.0,"[1, 2, 3, 4, 5, 6, 7, 8, 37, 38, 39, 25, 26, 27, 28]",2,Subtraction,there were number0 red roses and number1 white roses in the vase . melanie cut some more roses from her flower garden . there are now number2 red roses in the vase .,how many red roses did she cut ?
jason had number0 peaches and number1 pears left at his roadside fruit stand . he went to the orchard and picked more peaches to stock up the stand . there are now number2 peaches at the stand how many did he pick ?,27 17 90,- number2 number0,63.0,"[32, 1, 2, 3, 4, 5, 6, 33, 7, 39, 40, 41, 31]",3,Subtraction,jason had number0 peaches and number1 pears left at his roadside fruit stand . he went to the orchard and picked more peaches to stock up the stand . there are now number2 peaches at the stand,how many did he pick ?
mike found number0 seashells on the beach he gave tom some of his seashells . he has number1 seashell left . how many seashells did he give to tom ?,62 13,- number0 number1,49.0,"[1, 2, 3, 5, 16, 17, 18, 26, 27, 28]",3,Subtraction,mike found number0 seashells on the beach he gave tom some of his seashells . he has number1 seashell left .,how many seashells did he give to tom ?
if number0 pack costs number1 dollars how many packs of dvd 's can you buy with number2 dollars ?,1 11 110,/ number2 number1,10.0,"[0, 1, 2, 3, 4, 5, 15, 16, 17]",5,Common-Division,if number0 pack costs number1 dollars,how many packs of dvd 's can you buy with number2 dollars ?
last week fred had number0 dollars and jason had number1 dollars . fred washed cars over the weekend and now has number2 dollars . how much money did fred make washing cars ?,46 13 57,- number2 number0,11.0,"[3, 4, 5, 8, 9, 10, 20, 21, 22, 29, 30, 31]",3,Subtraction,last week fred had number0 dollars and jason had number1 dollars . fred washed cars over the weekend and now has number2 dollars .,how much money did fred make washing cars ?
there were number0 bales of hay in the barn and number1 bales in the shed . benny stacked more bales in the barn today . there are now number2 bales of hay in the barn . how many bales did he store in the barn ?,47 40 82,- number2 number0,35.0,"[1, 2, 3, 5, 9, 10, 11, 42, 43, 44, 27, 28, 29]",3,Subtraction,there were number0 bales of hay in the barn and number1 bales in the shed . benny stacked more bales in the barn today . there are now number2 bales of hay in the barn .,how many bales did he store in the barn ?
the company has large and small ink cartridges in stock . how many ink cartridges can you buy with number0 dollars if number1 cartridge costs number2 dollars ?,182 1 14,/ number0 number2,13.0,"[13, 18, 19, 20, 21, 22, 23, 24, 25, 26]",5,Common-Division,the company has large and small ink cartridges in stock .,how many ink cartridges can you buy with number0 dollars if number1 cartridge costs number2 dollars ?
mary is baking a cake . the recipe calls for number0 cups of flour and number1 cups of sugar . she already put in number2 cups of flour . how many more cups of flour does she need to add ?,9 3 2,- number0 number2,7.0,"[1, 2, 37, 38, 39, 8, 9, 10, 11, 14, 15, 16, 23, 24, 25]",2,Subtraction,mary is baking a cake . the recipe calls for number0 cups of flour and number1 cups of sugar . she already put in number2 cups of flour .,how many more cups of flour does she need to add ?
the store has cd 's and dvd 's that you need . how many packs of dvd 's can you buy with number0 dollars if number1 pack costs number2 dollars ?,132 1 12,/ number0 number2,11.0,"[15, 21, 22, 23, 24, 25, 26, 27, 28, 29]",5,Common-Division,the store has cd 's and dvd 's that you need .,how many packs of dvd 's can you buy with number0 dollars if number1 pack costs number2 dollars ?
there are number0 rose bushes and number1 oak trees currently in the park . park workers will plant more rose bushes today . when the workers are finished there will be number2 rose bushes in the park . how many rose bushes did the workers plant today ?,33 37 98,- number2 number0,65.0,"[32, 1, 2, 3, 4, 5, 6, 7, 8, 33, 44, 45, 46, 30, 31]",3,Subtraction,there are number0 rose bushes and number1 oak trees currently in the park . park workers will plant more rose bushes today . when the workers are finished there will be number2 rose bushes in the park .,how many rose bushes did the workers plant today ?
dan 's high school played number0 baseball games this year and number1 were at night . the team won most of their games . they were defeated during number2 games . how many games did they win ?,18 2 3,- number0 number2,15.0,"[1, 34, 35, 4, 5, 6, 7, 36, 10, 11, 12, 27, 28, 29]",2,Subtraction,dan 's high school played number0 baseball games this year and number1 were at night . the team won most of their games . they were defeated during number2 games .,how many games did they win ?
to get to school chad must either walk around a circular lake or canoe across it . the diameter of the lake is number0 miles . how much shorter is his trip if he canoes across the lake rather than walks around it ? ( use the value of pi = number1 ),2 3.14,- number1 number0,1.14,"[49, 50, 51, 52, 23, 24, 25]",5,Subtraction,to get to school chad must either walk around a circular lake or canoe across it . the diameter of the lake is number0 miles .,how much shorter is his trip if he canoes across the lake rather than walks around it ? ( use the value of pi = number1 )
at the carnival number0 friends bought number1 tickets total . if they each bought the same amount how many tickets did each person buy ?,6 234,/ number1 number0,39.0,"[2, 3, 4, 5, 6, 7, 8, 10, 12, 21, 22, 23]",4,Common-Division,at the carnival number0 friends bought number1 tickets total . if they each bought the same amount,how many tickets did each person buy ?
sarah is making bead necklaces . she has number0 beads and is making number1 necklaces with each necklace using the same number of beads . how many beads will each necklace use ?,945 7,/ number0 number1,135.0,"[1, 2, 6, 7, 8, 9, 12, 13, 14, 16, 29, 30, 31]",4,Common-Division,sarah is making bead necklaces . she has number0 beads and is making number1 necklaces with each necklace using the same number of beads .,how many beads will each necklace use ?
george had number0 pieces of candy . if he split the candy into number1 bags with the same amount of candy in each bag how many pieces would each bag have in it ?,648 8,/ number0 number1,81.0,"[32, 1, 2, 3, 12, 13, 14, 18, 22, 23, 28, 30, 31]",4,Common-Division,george had number0 pieces of candy . if he split the candy into number1 bags with the same amount of candy in each bag,how many pieces would each bag have in it ?
a pallet of boxes weighed number0 kilograms . if there were number1 boxes on the pallet and each box weighed the same amount how much did each weigh ?,267 3,/ number0 number1,89.0,"[2, 4, 5, 6, 10, 11, 12, 17, 25, 26, 27]",4,Common-Division,a pallet of boxes weighed number0 kilograms . if there were number1 boxes on the pallet and each box weighed the same amount,how much did each weigh ?
